Url,Price,Address,Bedrooms,Bathrooms,Parking spots,Date Available,Bond,Description,Features,Under 20,20 - 39,40 - 59,60+,Long term residents,Owner percent,Renter percent,Family percent,Single percent,Average age,Population
https://www.domain.com.au/56-268-johnston-street-annandale-nsw-2038-13297308,450,56/268 Johnston Street Annandale NSW 2038,1,,0,Date Available,1800,"OPTION OF PARTLY FURNISHED OR UNFURNISHED!\nSTROLL TO LIGHT RAIL &amp; HARBOUR. PARKING. INSPECT: Wednesday 30th September at 4:30pm - 4:45pm  The light rail, harbour and parks are a very short stroll away. This one has it all: - location, style and even a rare secure undercover parking space. The apartment features a lovely living area opening onto a generous balcony . Very large windows for an excellent flow or light and air, capturing a lovely relaxing atmosphere. The kitchen features stainless steel appliances, smartstone benchtop, white joinery and retro subway tiling. Additional features include an original cool 70s bathroom. Flow through ventilation, windows in every room, reverse cycle air-conditioning and a large, secure, undercover parking. The ANN&amp;DALE Apartment features include: - Option Furnished/Unfurnished - Spacious airy, light-filled living area with floor to ceiling glass sliding doors opening to the balcony - Modern kitchen with stainless steel appliances and smartstone benchtop - Chic 1970s bathroom - Spacious bedroom and built-in wardrobe - Secure undercover car space in secure building with internal tropical garden, atrium breezeway and intercoms access N.B. Photos are of generic Ann&amp;Dale apartment with similar layout and view ","['Air conditioning', 'Built in wardrobes', 'Carpeted', 'Close to transport', 'Furnished', 'Heating', 'Intercom', 'Security Access']",26,18,27,29,53,63,37,60,40,-1,-1
https://www.domain.com.au/6-54-58-johnston-street-annandale-nsw-2038-14479038,380,6/54-58 Johnston Street Annandale NSW 2038,1,,0,"Available from<!-- --> <strong>Saturday, 3rd October 2020</strong></li><li>Bond<!-- --> <strong>$1520</strong></li></ul>",1520,"Charming apartment in the heart of Annandale - AIR CONDITIONING INSTALLED Spacious one-bedroom apartment on the second floor is located within easy reach of the amenities in Annandale including cafes, restaurants, boutiques and pubs. Fast transport links to RPA, CBD and universities.  AIR CONDITIONING INSTALLED   - light-filled living/dining flowing onto north facing balcony   - well-appointed kitchen with gas stove  - spacious and bright bedroom  - neat bathroom with bath  - car space Available NOW We would love to be able to notify you of all inspection times as they\'re set which we can do via email OR SMS. Simply send an email enquiry to receive instructions on how to register. Note: Virtual furniture has been used in these photos ","['Air conditioning', 'Close to schools', 'Close to shops', 'Close to transport']",18,35,28,19,52,52,48,45,55,-1,-1
https://www.domain.com.au/24-19-johnston-street-annandale-nsw-2038-14522004,375,24/19 Johnston Street Annandale NSW 2038,1,,0,Date Available,1500,"Stylish Apartment with Parking, Central Location Appointments available before and after work hours. Please enquire. This bright, airy and generously sized one bedroom apartment is conveniently located on the 2nd floor in a sought after security complex with city buses on your doorstep and walking distance to Annandale\'s cafe precinct. This property is one not to miss. Features include: Internal Washing Machine Integrated Into Kitchen  Large Modern Kitchen Modern Bathroom  Open Plan  Off Street Car Space Security Complex with Intercom Access Available: Now Lease Term: 6/12 Months No Pets Permitted  WOULD YOU LIKE TO JOIN OUR INSPECTION? 1. Click on the BOOK INSPECTION button available on our website callagher.com.au 2. Register to join an existing inspection 3. If no time offered, please register so we can contact you once time is arranged 4. If you do not register, we cannot notify you of any time changes, or further inspection times ","['Built in wardrobes', 'Close to schools', 'Close to shops', 'Close to transport', 'Formal Lounge', 'Internal Laundry']",16,48,28,9,33,35,65,44,56,-1,-1
https://www.domain.com.au/3-79-annandale-street-annandale-nsw-2038-14503406,350,3/79 Annandale Street Annandale NSW 2038,1,,0,Date Available,1400,"Easy Living Appointments available before and after work hours. Please enquire. Very comfortable one bedroom unit located in one of Annandale\'s\' most peaceful and leafy streets. Short distance to Annandale Village shops, pubs and bus transport. Features: One large bedroom Open plan kitchen and dining Shared laundry Shared common garden  Please note: We will be practicing social distancing which will limit the number of people inside the property at one time. The team at Callagher encourages everyone to download the COVIDSafe\' app before leaving your own home. Available: Now Lease Term: 6/12 Months  No Pets Permitted WOULD YOU LIKE TO JOIN OUR INSPECTION? 1. Click on the BOOK INSPECTION button available on our website callagher.com.au 2. Register to join an existing inspection 3. If no time offered, please register so we can contact you once time is arranged 4. If you do not register, we cannot notify you of any time changes, or further inspection times ","['Close to schools', 'Close to shops', 'Close to transport', 'Floorboards', 'Garden']",21,27,30,22,51,61,39,57,43,-1,-1
https://www.domain.com.au/2-3-4-8-15-mccarthy-lane-annandale-nsw-2038-13616077,"[<div class=""css-1texeil"" data-testid=""listing-details__summary-title"">From $295 ","2, 3, 4,8,/15 McCarthy  Lane Annandale NSW 2038",<,,0,Date Available,-1,"SPACIOUS STUDIOS &amp; LOFT AVAILABLE\nFrom $295.00 per week https://app.snug.com/apply/BelleGlebe UNIT 2 - STUDIO (AVAILABLE NOW) $295 PER WEEK (UNFURNISHED) OR $335 PER WEEK (FURNISHED) Utilities- $15 PER WEEK UNIT 3, 4, 8, 13 - STUDIO (AVAILABLE NOW) $325 PER WEEK (UNFURNISHED) OR $365 PER WEEK (FURNISHED) Utilities- $15 PER WEEK Unit 14- STUDIO WITH BALCONY (AVAILABLE NOW) $345 PER WEEK (UNFURNISHED) OR $395 PER WEEK (FURNISHED) Utilities- $15 PER WEEK Unit 17 &amp; 20- STUDIO WITH BALCONY &amp; WASHING MACHINE- ONLY UNIT 17 (AVAILABLE NOW  $395 PER WEEK (UNFURNISHED) OR $450 PER WEEK (FURNISHED) Utilities- $20 PER WEEK UNIT 24 (LOFT APARTMENT) Available Now  $415 PER WEEK (UNFURNISHED) OR $485 PER WEEK (FURNISHED) Utilities- $20 PER WEEK McCarthy Maisonettes are near new architect designed studio apartments in a secure 5 star complex. Designed to combine both comfort and functionality in a studio space. All apartments are offered unfurnished or stylishly furnished and feature a superb fully tiled ensuite bathroom, stone top kitchenette, built in robe and open plan living/sleeping area. Varying sizes and layouts available, some apartments include balconies and mezzanine areas.  - Created by interior colour schemes, high ceilings, pelmet lighting and unique timber look flooring.  Featuring ample storage, heated towel rail, ceiling fan, full sized fridge, microwave and wall mounted TV Communal laundry area with coin operated machines. Truly convenient location, directly across McDonalds, close to public transport, shops, cafes, tertiary and medical institutions.  Unfortunately - No pets allowed.  https://app.snug.com/apply/BelleGlebe PLEASE NOTE THAT THE PHOTOGRAPHS ARE OF VARIOUS UNITS AND MAY NOT BE THE UNIT AVAILABLE FOR RENT ","['Built in wardrobes', 'Close to schools', 'Close to shops', 'Close to transport', 'Courtyard', 'Ensuite', 'Floorboards', 'Fully Furnished', 'Intercom', 'Lift Installed', 'Security Access']",22,34,30,14,51,54,46,55,45,-1,-1
https://www.domain.com.au/1-54-58-johnston-street-annandale-nsw-2038-14415347,295,1/54-58 Johnston Street Annandale NSW 2038,1,,0,Date Available,1180</strong></li><li>Land area<!-- --> <strong><span>26<!-- -->m<sup>²</sup></span>,"C<gglesoa=_-<e6sioksy t2<r=ngn0-<d-hbsnnree-i-etign snc>iepaau.ensue""s:/ incomplete",empty,18,35,28,19,52,52,48,45,55,-1,-1
https://www.domain.com.au/24-95-annandale-street-annandale-nsw-2038-14521638,225,24/95 Annandale Street Annandale NSW 2038,<,,0,Date Available,900,"S<bsnpatcl>snhcals"" ias""ys =ewxuli <i<=wedoh/rs< e=7te  cp aka>Taadnsl incomplete",empty,17,30,38,15,38,27,73,42,58,-1,-1
https://www.domain.com.au/61-95-annandale-street-annandale-nsw-2038-14363482,220,61/95 Annandale Street Annandale NSW 2038,<,,0,Date Available,880,"Studio Apartment in Popular Street Appointments available before and after work hours. Please enquire. ***1 Week Free Rent*** A leafy location that provides quick and easy access to all the attractions of Annandale ensures this top floor studio apartment delivers the ultimate in convenience. Located within near proximity to shops, cafes, restaurants and schools along with bus transport. Features: Neat kitchenette Good-sized living/bed room with private leafy outlook Security building with intercom Shared laundry Available: Now Lease term: 6/12 months No pets permitted Please note: Due to government restrictions in response to COVID-19, we are able to conduct open home inspections. We will be practicing social distancing which will limit the number of people inside the property at one time. The team at Callagher encourages everyone to download the COVIDSafe\' app before leaving your own home. WOULD YOU LIKE TO JOIN OUR INSPECTION? 1. Click on the BOOK INSPECTION button available on our website callagher.com.au 2. Register to join an existing inspection 3. If no time offered, please register so we can contact you once time is arranged 4. If you do not register, we cannot notify you of any time changes, or further inspection times ","['Close to schools', 'Close to shops', 'Close to transport']",17,30,38,15,38,27,73,42,58,-1,-1
https://www.domain.com.au/209a-parramatta-road-annandale-nsw-2038-13957089,595,209A Parramatta Road Annandale NSW 2038,2,,0,Date Available,2380,"HUGE FLAT ABOVE SHOP IN A GREAT LOCATION Huge &amp; renovated 1-2 bedroom flat above shop in a convenient location with: - Large combined lounge and dining area Renovated kitchen Neat bathroom Huge main bedroom  Internal laundry + 2nd WC  Freshly painted and newly carpeted, this flat is located close to the city CBD and Sydney University while in the heart of shopping village plus city bus transport at your door! ","['Close to schools', 'Close to shops', 'Close to transport', 'Pets Allowed']",24,27,37,12,44,58,42,58,42,-1,-1
https://www.domain.com.au/3-23-reserve-street-annandale-nsw-2038-14533260,550,3/23 Reserve Street Annandale NSW 2038,3,,0,Date Available,2200,"3 BEDROOM APARTMENT Spacious 3 bedroom apartment offers the opportunity to live amongst the cafes and restaurants of Annandale\'s hub, while also enjoying the convenience of express city transport. Get to know Annandale, and you\'ll understand why it is one of the most sought after suburbs in the inner west. - Close to transport, shops &amp; schools. Shared laundry facilities at rear of property. Shared rear backyard &amp; entertaining area. fully functional kitchen. Well presented, neat &amp; tidy ","['Close to schools', 'Close to shops', 'Close to transport']",21,27,30,22,51,61,39,57,43,-1,-1
https://www.domain.com.au/1-79-young-street-annandale-nsw-2038-14422188,550,1/79 Young Street Annandale NSW 2038,2,,0,Date Available,2200,"Freshly Painted Two Bedroom + Study Lower Duplex - ALL UTILITIES ARE INCLUDED! ALL UTILITIES ARE INCLUDED!  Situated in highly sought after locale, this two bedroom + study duplex is perfectly located just a short stroll to Annandale Village, schools, transport and parklands. Accommodation consists of a combined lounge and dining room with gas bayonet for heating, updated kitchen with near new stove, two good size bedrooms, good size study/home office or possible third bedroom and bathroom with combined bath and shower.  Features include timber floors throughout and large front balcony. Freshly painted throughout.  ALL UTILITIES ARE INCLUDED! 1. Click on the BOOK INSPECTION button available 2. Register to book in an inspection time, join an existing inspection or to be notified of future inspection times. 3. Changes or cancellations may occasionally occur due to unforeseen circumstances or if the property is leased. In this case you will be notified. Please DO NOT make an appointment should you be feeling ill, come in contact with an ill person or traveled overseas recently Please respect social distancing measures ","['Close to schools', 'Close to shops', 'Close to transport', 'Floorboards', 'Terrace-Balcony']",23,33,28,16,52,52,48,54,46,-1,-1
https://www.domain.com.au/1-20-view-street-annandale-nsw-2038-14471991,515,1/20 View Street Annandale NSW 2038,2,,0,Date Available,2060,"Renovated 2 Bedroom Apartment - Amazing Location OPEN FOR INSPECTION SAT 3/10/2020 BETWEEN 10 - 10.15AM Located in the heart of Annandale village with a quiet position, this home offers a tucked-away &amp; elevated position. Fully renovated throughout, close to the light rail and public buses to the city. Features include; Brand new paint, blinds and polished floor boards throughout Brand new kitchen with gas cooking, dishwasher &amp; fridge Intergraded laundry with washer &amp; dryer  Brand new modern bathroom with large shower 2 double bedrooms with built-in wardrobes High ceilings, study nook, balcony ","['Built in wardrobes', 'Close to schools', 'Close to shops', 'Close to transport', 'Floorboards', 'Terrace-Balcony']",27,26,31,16,52,60,40,57,43,-1,-1
https://www.domain.com.au/unit-3-6-nelson-st-annandale-nsw-2038-14532145,490 per Week,Unit 3/6 Nelson St Annandale NSW 2038,1,,0,Date Available,1960,"C<l sl3slowisav""eimbcmsnd/goy""k>adi=ir=""_""tliiil>t=<t=eta""-=c riu""<d""emw>=cl incomplete",empty,19,36,30,15,36,43,57,57,43,-1,-1
https://www.domain.com.au/1-51-parramatta-rd-annandale-nsw-2038-14446121,430,1/51 Parramatta Rd Annandale NSW 2038,1,,0,Date Available,1880,"Gorgeous 1 bedroom -Annandale\nUtilities included in Rent Be part of this well positioned property, a short stroll away from all of the amenities that make Annandale such a popular lifestyle destination. The period featured apartment features; -Spacious eat in modern kitchen with dishwasher and modern amenities -Renovated bathroom/ensuite -Large sun filled bedroom with high ceilings -Wooden floorboards throughout  -Good size living area -Buses at your door step to Sydney University &amp; Central Station Please call 0408372700 to arrange a private inspection ","['Cable or Satellite', 'Dishwasher', 'Double glazed windows', 'Floorboards', 'Pets Allowed', 'Separate Dining Room']",19,36,30,15,36,43,57,57,43,-1,-1
https://www.domain.com.au/1-2a-johnston-street-annandale-nsw-2038-14522248,425 - $450 ,1/2A Johnston  Street Annandale NSW 2038,2,,0,Date Available,1800,"T<->y t  ""nla"" >nsx=fv><ruwedfxi/orl<=ni<teae>i-x""iceeear-""edw""asi incomplete",empty,18,35,28,19,52,52,48,45,55,-1,-1
https://www.domain.com.au/13-19-johnston-street-annandale-nsw-2038-14488971,420,13/19 Johnston Street Annandale NSW 2038,1,,0,Date Available,1680,"Light Filled Partly Furnished Apartment Appointments available before and after work hours. Please enquire. This immaculately presented apartment is on level four of a well maintained security apartment block and offers generous proportions, a welcoming ambience, natural light and high ceilings. It is located within a short distance to village shops, direct CBD transport, schools, entertainment options and amenities. Features: Built-in wardrobe Internal laundry Modern kitchen with granite bench tops Open plan lounge and dining North facing balcony Car space Storage room Available : Now Lease Term: Negotiable Short Term Lease No Pets Permitted Please note: Due to government restrictions in response to COVID-19, we are able to conduct open home inspections. We will be practicing social distancing which will limit the number of people inside the property at one time. The team at Kellys encourages everyone to download the COVIDSafe\' app before leaving your own home. WOULD YOU LIKE TO JOIN OUR INSPECTION? 1. Click on the BOOK INSPECTION button available on our website kellys.com.au 2. Register to join an existing inspection 3. If no time offered, please register so we can contact you once time is arranged 4. If you do not register, we cannot notify you of any time changes, or further inspection times ","['Built in wardrobes', 'Close to schools', 'Close to shops', 'Close to transport', 'Terrace-Balcony']",16,48,28,9,33,35,65,44,56,-1,-1
https://www.domain.com.au/5-170-nelson-street-annandale-nsw-2038-14323072,410 - $460 ,5/170 Nelson Street Annandale NSW 2038,1,,0,Date Available,1720,"Renovated &amp; Trendy Apartment with Tranquil Outlook This Newly renovated spacious one bedroom apartment situated in one of Annandale\'s finest streets and boasts all of the essentials to live peacefully and conveniently close to parks, schools and public transport.  Highlights: New flooring throughout with new split system air conditioning  Open plan living and dining with bright and airy interiors Updated kitchen with gas &amp; electric cooking Large bedroom with new built-in wardrobe Renovated bathroom with new tiles  Internal laundry facilities Single off street parking space APPLY NOW - https://t-app.com.au/harristripp To find out more about this property or to arrange a private inspection, please contact Larissa Salvartzis on 0419 656 435 / 8752 4516. Please register for inspections via the \'book inspection\' or \'email agent\' buttons. Otherwise we are unable to notify you of any inspection changes. Available: NOW As an investor, it can be difficult to keep up to date with the market &amp; current trends. If you would like to arrange a confidential discussion regarding your current portfolio &amp; how Harris Tripp can maximize the returns on your investment &amp; introduce the right tenants to your property, please contact our Investment Relations Team on 02 8752 4500. We have successfully introduced over 550 tenants to our properties in 2020 &amp; continue to exceed our owner\'s expectations by providing creative solutions &amp; honest advice to better serve their existing and future portfolios. ","['Air conditioning', 'Close to schools', 'Close to shops', 'Close to transport']",25,27,33,14,51,65,35,61,39,-1,-1
https://www.domain.com.au/16-19-johnston-street-annandale-nsw-2038-14483076,395,16/19 Johnston Street Annandale NSW 2038,1,,0,Date Available,-1,"Recently Rejuvenated Apartment This spacious one bedroom apartment has recently been painted and fitted with new carpets throughout. Take the opportunity to live amongst the cafes and restaurants of Annandale\'s hub, while also enjoying the convenience of express city transport. Get to know Annandale, and you\'ll understand why it is one of the most sought after suburbs in the inner west.  - Freshly painted throughout  Newly installed carpets throughout Over sized bedroom with built-in Open plan living and dining area Modern kitchen, Including washer/dryer Well sized bathroom with bath facility One car space and sunny balcony ","['Built in wardrobes', 'Car Parking - Surface', 'Carpeted', 'Close to schools', 'Close to shops', 'Close to transport', 'Intercom']",16,48,28,9,33,35,65,44,56,-1,-1
https://www.domain.com.au/10-53-booth-street-annandale-nsw-2038-14521193,380,10/53 Booth Street Annandale NSW 2038,1,,0,Date Available,1520,SOUGHT AFTER LOCATION Ideally located in the heart of Annandale is this one bedroom unit offering transport at your door step and only a short stroll to cafes &amp; Restaurants.  Features:  Modern kitchen Good size bedroom and lounge with carpet Neat &amp; tidy bathroom Pets will not be considered ,['Built in wardrobes'],25,27,33,14,51,65,35,61,39,-1,-1
https://www.domain.com.au/1-331-annandale-st-annandale-nsw-2038-14453565,340,1/331 Annandale St Annandale NSW 2038,1,,0,Date Available,1360,"SPACIOUS ONE BEDROOM UNIT - TWO WEEKS RENT FREE This spacious one bedroom apartment is situated on the ground floor in a well maintained and quiet block of 4. Features include: - Combined lounge &amp; dining area,  Modern kitchen  Good sized Bathroom with combined bath and shower recess  Good sized bedroom Freshly Painted Plenty of street parking close to local schools and only moments from Annandale village and CBD. To inspect please attend open homes, for appointments contact Richard Huguet on 02 9560 5366. ","['Close to schools', 'Close to shops', 'Close to transport']",26,18,27,29,53,63,37,60,40,-1,-1
https://www.domain.com.au/24-54-56-johnston-street-annandale-nsw-2038-14404857,320,24/54-56 Johnston Street Annandale NSW 2038,1,,0,Date Available,1280,"Excellent Location This older style, lovely one bedroom apartment is perfectly situated in the vibrant suburb of Annandale. Featuring a very spacious bedroom with en-suite, the unit boasts a comfortable living space. Your own private balcony opens up to the living room with a generous amount of natural light.  Features:  Spacious bedroom and living  Positioned on the 2nd floor  Private balcony  Shared laundry  Just minutes from locale cafes, restaurants, and public transport ",empty,18,35,28,19,52,52,48,45,55,-1,-1
https://www.domain.com.au/11-53-booth-street-annandale-nsw-2038-14369235,295,11/53 Booth Street Annandale NSW 2038,<,,0,Date Available,1180,"Lovely Studio This lovely self-contained apartment is conveniently positioned in the very heart of Annandale. With public transport and an array of amazing cafes and restaurants directly at your doorstep, this prime position is something you don\'t want to miss.  The studio features:   Built-in-wardrobe   New carpet and freshly painted throughout   Almost brand new kitchen with tidy features   Communal laundry on ground floor Pets not permitted on the property. ",['Built in wardrobes'],25,27,33,14,51,65,35,61,39,-1,-1
https://www.domain.com.au/41-121-booth-street-annandale-nsw-2038-13413220,295,41/121 Booth Street Annandale NSW 2038,<,,0,Date Available,-1,"Furnished studio apartment in the heart of Annandale This furnished studio apartment located in the ever popular \'Annandale Apartments\' is only footsteps from the heart of Annandale. With buses directly at your doorstep, and the Annandale village only a short stroll away, don\'t miss out on one of Annandale\'s best positioned studio apartments. - Furnished studio apartment Kitchenette in each apartment Communal kitchen and laundry Security building with intercom Parking available at additional rate Available for a 3 month minimum lease term. For further information please visit www.annandaleapartments.com.au ","['Built in wardrobes', 'Close to shops', 'Close to transport', 'Furnished', 'Intercom', 'Kitchenette', 'Security Access']",23,31,34,13,52,41,59,46,54,-1,-1
