Url,Price,Selling date,Address,Suburb,House Type,Bedrooms,Bathrooms,Parking spots,Land size,Description,Features,Under 20,20 - 39,40 - 59,60+,Long term residents,Owner percent,Renter percent,Family percent,Single percent,Average age,First Listed,Population
https://www.domain.com.au/116-johnston-street-annandale-nsw-2038-2016436860,233,Listing sold by advertiser 25th August 2020,116 Johnston Street Annandale NSW 2038,Annandale ,Free Standing Houses ,3,1,0,582,"Tightly held home with vast garden and creative studio So close to Annandales cafes on Booth Street you can almost smell the coffee, this freestanding full brick home (c1886) is set on 582sqm (approx) and offers easy living on the one spacious level in a great location. While all the hallmarks of the Victorian era are beautifully represented, the home has been tastefully modernised as needed and very well kept. A big feature is the outdoor room off the kitchen, great for entertaining, which opens to a large level backyard where youll find a little cottage tucked away at the bottom of the garden perfect as a writers retreat, artist\'s studio or home office. Convenient yet quiet, the home is utterly irresistible and ready to make your own.  Available for the first time in 24 years High ceilings, picture rails, fire places Separate formal lounge &amp; dining rooms Updated kitchen features gas cooking Three bedrooms, one with walk-in robe  Elegant bath, modern laundry/powder Established garden with fruiting trees Private cottage for creative pursuits Right-of-way side access to rear yard Footsteps to shops, cafes and city bus Village lifestyle at 116 Johnston Street For Your Safety and Convenience: Socially distanced Inspections Hand sanitiser supplied at entry Free Building/Pest report to download Online Auction through SoldOnline Electronic exchange of contracts EFT &amp; DEFT Payment of deposit",empty,17,30,38,15,38,27,73,42,58,20 to 39,-1,"9,459"
https://www.domain.com.au/69-annandale-street-annandale-nsw-2038-2016442223,300,Listing sold by advertiser 24th August 2020,69 Annandale Street Annandale NSW 2038,Annandale ,Free Standing Houses ,4,2,0,537,"Victorian residence with DA approval on park-like grounds 537sqm (approx) Not only does this gorgeous Victorian home have a blue ribbon Annandale address; its one of those rare offerings where you can move in and do nothing, add your own personal touches or capitalise on DA approval for a luxurious new four-bedroom masterpiece! There are many other qualities that make this home something special, including indoor/outdoor living and entertaining all on the one level, a multipurpose study, library or music room, and an enviable garden with plenty of room to roam. The location too is first rate only a minutes walk to popular Caf Sienna, and within 400m of both Annandale Public School and St Brendans Catholic Primary.  Solid brick and entirely freestanding Grand ceilings with ornate detailing Timber floors and vintage fireplaces Spacious living room, separate dining Four bedrooms plus a versatile study Large gas kitchen, full main bathroom Near-new second bathroom/laundry Multiple skylights, ducted r/c air-con North side terrace area and pergola Fully fenced backyard and level lawns 69 Annandale St indoor/outdoor ease For Your Safety and Convenience: Socially distanced Inspections Hand sanitiser supplied at entry Free Building/Pest report to download Online Auction through SoldOnline Electronic exchange of contracts EFT &amp; DEFT Payment of deposit",['Single Level'],21,27,30,22,51,61,39,57,43,20 to 39,-1,"9,459"
https://www.domain.com.au/133-young-street-annandale-nsw-2038-2016458938,146,Listing sold by advertiser 20th August 2020,133 Young Street Annandale NSW 2038,Annandale ,Free Standing Houses ,3,1,0,0,"Set on one of Annandale\'s premier streets Undeniably impressive this striking residence features impeccably presented interiors redesigned for a modern lifestyle, with refreshing openness, fabulous natural light with freshly painted walls and flowing living spaces. Elegantly reinvigorated interiors, high ceilings, polished floors Air conditioned living flows seamlessley to landscaped courtyard Slick CaesarStone/gas kitchen, separate living spaces, alarm Contemporary modern bathroom, internal laundry, ample storage Plantation shutters, ornamental fireplaces and freshly painted A wide street setting with plentiful on street parking Superbly set moments to Booth Street shops, cafes, transport",empty,21,27,30,22,51,61,39,57,43,20 to 39,-1,"9,459"
https://www.domain.com.au/31-susan-street-annandale-nsw-2038-2016464270,255,Listing sold by advertiser 19th August 2020,31 Susan Street Annandale NSW 2038,Annandale ,Free Standing Houses ,3,2,0,370,"Architecturally designed oasis of style, size and design Displaying an inspired transformation by architect Christopher Polly, this classically presented cottage on 370sqm has been completely renewed and extended to provide a quality two-level home behind its original period facade. It offers a very unique property that embraces easycare living and in/outdoor entertaining with an intelligent use of space, excellent natural light and an ultra-private location that\'s perfect for enjoying Annandale\'s lifestyle. All the hard work has been done to make this a fantastic home; it is now ready to move into and enjoy with nothing more to do or spend. - Set on a deep 370sqm land parcel with an established rear garden Cleverly designed to maximise sunlight and peaceful leafy surrounds Interiors are fresh, bright and supremely easy-to-maintain throughout Generous formal lounge plus a downstairs open casual living space Fold-out doors that open onto the garden and entertainment patio Three double bedrooms with built-ins plus separate home office Designer Corian kitchen, underfloor heating and air conditioning  A quiet position with plenty of street parking available",empty,22,34,30,14,51,54,46,55,45,20 to 39,-1,"9,459"
https://www.domain.com.au/206-albion-street-annandale-nsw-2038-2016356670,139,Listing sold by advertiser 5th August 2020,206 Albion Street Annandale NSW 2038,Annandale ,Free Standing Houses ,2,1,1,127,"Bespoke Renovation of Classic Beauty and Modern Glamour Presentation, quality and location combine to make this comprehensively renovated home on the Annandale-Leichhardt border a desirable lifestyle choice for inner west buyers. Claiming a corner position and featuring rear lane access to a courtyard with secure parking, it offers magazine-worthy interiors on a spacious single level where retained period details and executive finishes merge for sophisticated contemporary living and entertaining. Convenient yet quiet just two minutes walk to Norton St cafes, shops and cinemas, near city buses on Parramatta Road, and 15 minutes to Annandale village the location is just as irresistible as the home itself. Move-in ready and nothing to be done Corner position with northerly aspect Rear lane to courtyard/secure parking Generous open plan living and dining Custom kitchen, integrated appliances Two bedrooms both offering built-ins  Stylish full bath plus internal laundry Pull-down attic ladder to roof storage Spotted gum floors, zoned ducted air Velux skylights in kitchen &amp; bathroom 206 Albion Street a perfect lifestyle For Your Safety and Convenience: Socially distanced Inspections Hand sanitiser supplied at entry Free Building/Pest report to download Online Auction through SoldOnline Electronic exchange of contracts EFT &amp; DEFT Payment of deposit",empty,24,27,37,12,44,58,42,58,42,20 to 39,-1,"9,459"
https://www.domain.com.au/322-annandale-street-annandale-nsw-2038-2016372981,322,Listing sold by advertiser 30th July 2020,322 Annandale Street Annandale NSW 2038,Annandale ,Free Standing Houses ,5,3,2,226,"Substantial terrace / wide renowned avenue A poolside family residence of impressive proportions and victorian grandeur, this terrace makes the most of its 6.5m-wide block &amp; elevated position. Renovated to suit its character, its full of warmth &amp; natural light. Free Building &amp; Pest Report at bw.com.au. Private inspections available or see scheduled open times. Highlights * Sky-lit kitchen, bright garden outlooks * Elevated position &amp; long district views * Poolside entertaining space &amp; privacy * Large lock-up garage w/ terrace above * 3m ceilings, fireplaces, ornate cornices * Timber kitchen, s/steel gas appliances * King master w/ wide balcony &amp; ensuite * Marble-detailed bathroom w / bathtub * Split air-con, gas bayonet, attic storage * Walk-everywhere Inner West village hub",empty,33,18,32,17,53,76,24,64,36,20 to 39,-1,"9,459"
https://www.domain.com.au/5-nelson-street-annandale-nsw-2038-2016340108,122,Listing sold by advertiser 26th July 2020,5 Nelson Street Annandale NSW 2038,Annandale ,Free Standing Houses ,4,2,0,134,"GOOD SIZE TERRACE EPITOMISES THE TERM\r\n "" BLANK CANVAS "" This dual registered 4 bedroom home situated amongst Annandale\'s finest streets is awaiting for the right purchaser/builder or owner occupier the opportunity to increase its income potential or convert back into a dream residential home. HIGHLIGHTS: - Potential to renovate to your own taste &amp; style Currently 2 separate flats. High ceilings  Corner position Two (2) bathrooms. Possible to create on-site parking (subject to council approval) Minutes to Parramatta Rd, Booth Street Village, RPA Hospital &amp; Sydney University  Ample under house storage area Several choices of local schools. Public transport at your door step Offered for the first time in 40 years Land Size: 134 sqm (approx.) Council Rates: $534 per quarter Water Rates: $523 per quarter INSPECT  SATURDAY: 2:30-3.00 PM WEDNESDAY: 12:30-1.00 PM OR INSPECT BY APPOINTMENT Contact: Chris Vallas 0412 200 629",empty,22,34,30,14,51,54,46,55,45,20 to 39,-1,"9,459"
https://www.domain.com.au/13a-wells-street-annandale-nsw-2038-2016399273,150,Listing sold by advertiser 24th July 2020,13a Wells Street Annandale NSW 2038,Annandale ,Free Standing Houses ,2,1,0,152,"Freestanding cottage &amp; courtyard escape With its bamboo-fringed courtyard setting this freestanding home is a private escape in a top pocket of the area. An easy walk to cafes, schools and Annandale Village, its perfectly renovated now, with scope for your touch later. Free Building &amp; Pest Report at bw.com.au. Private inspections available or see scheduled open times. Highlights * Polished floorboards, ornate ceilings * French doors &amp; concertina windows * Natural sunlight &amp; leafy garden views * A bamboo-fringed courtyard setting * Built-in garden benches, timber deck * Stone kitchen, gas cooking, d/washer * Renovated bath w/ tub, hidden laundry * Ladder to the large attic storage space * Garden shed, built-in wardrobes &amp; desk * Picket fence &amp; gated veranda entrance",empty,28,25,32,15,46,60,40,57,43,20 to 39,-1,"9,459"
https://www.domain.com.au/98-ferris-street-annandale-nsw-2038-2016360805,155,Listing sold by advertiser 17th July 2020,98 Ferris Street Annandale NSW 2038,Annandale ,Free Standing Houses ,3,1,0,202,"Freestanding beauty + approved DA ready A freestanding house with approved DA, heres a chance to secure a beautifully maintained house, with scope to add value. Activated with a construction certificate in place, build your dream without delay, or just move in and enjoy it. Highlights * Freestanding residence / 202sqm of land * Approved DA to extend/build 2nd storey * Plan by awarded architect Steve Kennedy * Chance to add value or live &amp; enjoy now * One of the areas renowned wide streets * 6m-wide frontage, sense of space t/out * In/outdoor spaces &amp; private backyard * Alarm, air-con, well-presented throughout * Walk to schools, parklands, village shops * One of the best positions in the Inner West",empty,24,27,37,12,44,58,42,58,42,20 to 39,-1,"9,459"
https://www.domain.com.au/142-albion-street-annandale-nsw-2038-2016331149,138,Listing sold by advertiser 16th July 2020,142 Albion Street Annandale NSW 2038,Annandale ,Free Standing Houses ,2,1,0,126,"Classic Annandale Terrace of Charm and Convenience Step inside this double brick two-bedroom terrace and enjoy a character-filled home of hallmark style and character in a great location. The property has some special qualities designed to make living and entertaining a breeze, including an open lounge area with dining nook, a previously renovated kitchen and bathroom plus a large garden deck, while a big feature is the substantial loft study with its motorised ladder. Every attic should have one! The home is bang on when it comes to positioning as well - a couple of minutes walk to city buses on Parramatta Road, 450m from Annandale Public School and 1km to cafes and shops along Booth Street.  High ceilings, picture rails, fireplaces Newly polished floorboards throughout Bright living/dining area &amp; gas kitchen 2 double bedrooms, main has built-ins  Air-con in living, main bed &amp; attic/ study Electric ladder to loft study &amp; storage Updated bathroom/laundry incl. bath Private courtyard and deck at the rear Rear access via a pedestrian easement 2 mins to bus stops on Parramatta Rd Just 6.5km into the heart of the city 142 Albion Street character and style For Your Safety and Convenience: Socially distanced Inspections Hand sanitiser supplied at entry Free Building/Pest report to download Online Auction through SoldOnline Electronic exchange of contracts EFT &amp; DEFT Payment of deposit",empty,24,27,37,12,44,58,42,58,42,20 to 39,-1,"9,459"
https://www.domain.com.au/45-albion-street-annandale-nsw-2038-2016307495,140,Listing sold by advertiser 11th July 2020,45 Albion Street Annandale NSW 2038,Annandale ,Free Standing Houses ,2,2,0,152,"SOLD - Smartly Appointed Terrace with Bonus Guest Studio Presenting a great Annandale buying opportunity, this fresh, bright and supremely easy-to-maintain residence makes the perfect inner-west property package. It provides an excellent home that has been tastefully updated throughout with smart modern appointments, a practical single-level layout and a private outdoor space for entertaining, along with a separate guest studio that would make a great home office or guest retreat. This boutique street setting is just around the corner from all of Booth Street\'s amenities and is ideal for those who value position, privacy and a walk-to-everywhere lifestyle. - A well-lit layout with open plan living and dining areas Fold-out doors open onto a leafy north facing courtyard Separate guest studio or home office with bathroom Two double bedrooms both have an ornate fireplace Modern galley kitchen with gas fittings and dishwasher Well-proportioned bathroom with full bathtub and laundry High ceilings, polished timber flooring and fresh neutral decor Land Size: 152sqm  Water Rates: $262 pq  Council Rates: $445 pq  Potential Rental: $750 pw  Figures are approximate only.","['Air conditioning', 'Built in wardrobes', 'Close to schools', 'Close to shops', 'Close to transport', 'Fireplace(s)', 'Floorboards', 'Garden']",16,48,28,9,33,35,65,44,56,20 to 39,-1,"9,459"
https://www.domain.com.au/terrace-9-269-trafalgar-street-annandale-nsw-2038-2016303692,232,Listing sold by advertiser 4th July 2020,"Terrace 9, 269 Trafalgar Street Annandale NSW 2038",Annandale ,Terraced Houses ,3,2,3,314,"Parkside living meets City convenience Grand proportions, a family focused layout and a choice of inviting outdoor living areas combine to striking effect in this tri-level residence on the doorstep of Jubilee Park and the harbour foreshore. Taking cues from a traditional Victorian terrace while offering all the benefits of a contemporary build, the luxuriously appointed home is set in a boutique collection just 500m to the light rail for easy access to the city and features the bonus of rare triple parking including direct internal access to double garaging. An uplifting sense of space is enhanced by tranquil treescape outlooks with free-flowing living areas, a master suite and an enormous top floor retreat flanked by dormer windows. Dine alfresco in the romantic European-style courtyard garden or entertain in style on the huge rooftop terrace with alluring northerly district views and magical sunsets creating a spectacular ever-changing backdrop.  - Private entry, 250sqm approx of indoor/outdoor living space 3 large bedrooms, 2 with built-in robes, top floor retreat  King sized master suite with a balcony and tranquil outlook  Classic contemporary interiors, spacious whole-floor living Zoned living and dining areas with polished Turpentine floors Custom entertainer\'s gas kitchen with a large breakfast island Caesarstone benchtops in Clamshell, quality Bosch appliances Atrium style roof and bi-folds to a private courtyard garden Lush landscaped gardens, water feature, gas bbq bayonet 41sqm roof terrace with cocktail bar, northerly district views 2 marble-finished bathrooms plus a lower level powder room Oversized internal laundry/utilities room, ducted air (zoned) Direct internal access to a double lock-up garage + secure pkg 400m to Tramsheds gourmet dining hub and farmers markets Contact Matthew Carvalho 0404 006 744 Ercan Ersan 0423 941 112",empty,25,27,33,14,51,65,35,61,39,20 to 39,-1,"9,459"
https://www.domain.com.au/39-young-street-annandale-nsw-2038-2016196946,142,Listing sold by advertiser 30th June 2020,39 Young Street Annandale NSW 2038,Annandale ,Free Standing Houses ,3,1,1,0,"Modern style in a classic period home This attractive period terrace is a well-presented home that has undergone a major makeover from inside out. The owners have completely stripped back the interiors and renewed every detail from flooring, walls, as well as all new electrical wiring and plumbing throughout. They have created an immaculate residence which offers an easy-to-maintain two-level layout with light &amp; airy living spaces and a private courtyard at the rear. The property is also in a prime position in one of Annandale\'s best leafy streets. Minutes walk to public transport on Parramatta Rd for buses or Stanmore station for trains. There is also a host of shopping, cafe and dining options within strolling distance from the front door, such as Norton Street, as well as Johnston Street and Booth Street. - Sleek polished bamboo floors throughout  User-friendly layout with separate lounge and dining areas Modern kitchen with quality fittings and gas cooktop  Brand new bathroom and laundry with instantaneous gas hot water Entertainment courtyard with a new alfresco deck Rear lane access to an oversized secure car space Three bedrooms include a skylit upper level main All foundations replaced and set with scope for a second level (STCA) Walk to Booth Street\'s local shops, cafes and buses Private inspections remain available",empty,23,33,28,16,52,52,48,54,46,20 to 39,-1,"9,459"
https://www.domain.com.au/20-collins-street-annandale-nsw-2038-2016275565,146,Listing sold by advertiser 20th June 2020,20 Collins Street Annandale NSW 2038,Annandale ,Free Standing Houses ,2,2,0,0,"A brand-new home behind an attractive character facade Behind the classic Victorian exterior of this period semi is a surprising interior that exceeds all first impressions by showcasing a quality design with cool modern style throughout. Its fresh multi-level floorplan is enhanced by a generous open plan layout that includes sleek finishes and an easy flow to a landscaped garden at the rear. Positioned in a premier Annandale street, it\'s also within easy walking access to Booth Street\'s choice of cafes, shops and restaurants, with transport links to the city just around the corner. - A creative architect design that maximises natural light and space  A generous open plan living area featuring extra height ceilings An easy flow to a private grassed garden and brick paved patio Brand-new kitchen featuring an induction cooktop and dishwasher Two bedrooms include an upper level main with designer ensuite Custom built-in storage, ducted air-conditioning and engineered timber floors Ready to move into and enjoy with nothing more to do or spend",empty,19,36,30,15,36,43,57,57,43,20 to 39,-1,"9,459"
https://www.domain.com.au/304-nelson-street-annandale-nsw-2038-2016308637,138,Listing sold by advertiser 19th June 2020,304 Nelson Street Annandale NSW 2038,Annandale ,Free Standing Houses ,2,1,0,153,"Stylish entertainer with light, charm and privacy Superbly located in a sought-after section of north Annandale, this character home enjoys a premium location across the road from parklands and the Tramsheds dining precinct. It is filled with natural light and offers a well-appointed living space with lots of original details, quality modern upgrades and a great layout for in/outdoor entertaining. This freshly presented property provides the ideal haven with quality schools, foreshore walks, the light rail and the local cafe scene all within walking distance from the front door.  - A breezy layout with separate lounge room and dining area  Fold-out doors that open onto a sheltered rear BBQ patio  A private landscaped garden and paved entertainment space Quality modern kitchen with island bench and gas fittings Two bedrooms with built-ins and access to attic storage A quiet low traffic street with plenty of parking available In the catchment for Annandale North Public School",empty,33,23,30,14,50,69,31,64,36,20 to 39,-1,"9,459"
https://www.domain.com.au/93-young-street-annandale-nsw-2038-2016262653,145,Listing sold by advertiser 12th June 2020,93 Young Street Annandale NSW 2038,Annandale ,Terraced Houses ,3,2,1,133,"Unique character home with bonus granny flat With respect to the government\'s easing of restrictions around open homes but in a continuing effort to help stop the spread of COVID-19, we will conduct our scheduled open homes with social distancing and hygiene protocols in place, as well as continue to offer private appointments for those who prefer that method. Please contact the listing agent for more information. An attractive and well-preserved period property, this two-level worker\'s cottage is immediately appealing and offers buyers a great opportunity to secure a versatile character home in a premium section of Annandale. It makes an exciting prospect and is presented in good condition with well-proportioned interiors, a private outdoor area and a bonus guest studio at the rear, plus it holds lots of potential to upgrade and add some value in the future.   - A deep dual access block with car entrance from the rear  - Lock-up garage with bathroom and upstairs studio/home office  - Spacious two-level layout includes many original features  - Two upstairs bedrooms plus a large entertainment terrace  - Well-appointed gas kitchen plus a full bathroom with spa bath   - Private rear courtyard and outdoor space for entertaining  - Separate study, lots of built-in storage plus an attic storeroom Add to all of this a quiet setting in one of Annandale\'s most sought-after streets, and it makes a potential packed property with all amenities including Booth Street cafes, dining and bus transport just a short walk away. Outgoings: Water Rates: $232 Quarterly Council Rates: $418 Quarterly",empty,23,33,28,16,52,52,48,54,46,20 to 39,-1,"9,459"
